transportationId,outletId,transportType,title,duration,cost,tip,status,displayOrder
la-reggia-airport,la-reggia,airport,Naples Airport road transfer or city connection,≈20-35 min by car from Naples Airport (estimated),"Confirm airport taxi, rental-car or transfer fare","Use official Naples Airport ground transport for taxi, rental car or bus into Naples before onward outlet transport; no dedicated airport-to-outlet shuttle is published.",active,6
noventa-car,noventa,car,Car to Noventa di Piave,30 min from Venice by car,Varies by route and provider,Use the official McArthurGlen directions for Noventa di Piave Designer Outlet and confirm traffic conditions before leaving Venice or nearby airports.,active,1
noventa-parking,noventa,car,Outlet parking,On site,Free parking,Official outlet information lists parking and may announce extra parking with free shuttle during busy dates; check the official plan-your-visit page before travel.,active,2
noventa-atvo-bus,noventa,bus,ATVO direct bus from Venice and Mestre,90 min from Venice Piazzale Roma; 75 min from Mestre,€9.20 return; free under 6,"ATVO and McArthurGlen officially list direct Venice, Mestre and airport buses to Noventa di Piave Designer Outlet with a published return fare; check the current ATVO timetable before travel.",active,3
noventa-train-bus,noventa,train,Train to Venezia Mestre + ATVO/Outlet Link bus,Train to Mestre + under 1 hr bus to the outlet,Check Trenitalia combined fare or ATVO fare,Trenitalia officially sells Noventa di Piave Designer Outlet Link as train plus bus via Venezia Mestre; ATVO also lists Mestre Railway Station as a direct-bus stop. Verify the current timetable before travel.,active,4
noventa-airport-bus,noventa,bus,ATVO airport connection,55 min from Venice Marco Polo Airport,€9.20 return on outlet service; confirm airport fare rules with ATVO,"ATVO official outlet service information lists Marco Polo Airport as an intermediate stop; confirm current airport stops, times and ticket validity with ATVO.",active,5
noventa-airport,noventa,airport,Venice Marco Polo / Treviso airport ATVO access,≈30-45 min from Venice Marco Polo or Treviso Airport by car; ATVO bus check official timetable,Check official ATVO fare or airport taxi/transfer fare,"ATVO and the outlet officially list airport bus access serving Noventa di Piave; verify current airport stop, dates and timetable before travel.",active,6
serravalle-car,serravalle-designer-outlet,car,"Car from Milan, Genoa or Turin","About 1 hr from Milan, 45 min from Genoa, under 90 min from Turin",Varies by route and provider,"Official McArthurGlen directions list convenient road access from Milan, Genoa and Turin; check traffic and route conditions before departure.",active,1
serravalle-parking,serravalle-designer-outlet,car,Free parking at the outlet,On site,Free parking,Official services list free parking at Serravalle Designer Outlet; follow outlet parking signage on arrival.,active,2
serravalle-shuttle,serravalle-designer-outlet,shuttle,Daily shuttle from Milan,≈90 min from Milan by official coach (estimated),€25 return; €10 children 4–12; free under 4,"Official McArthurGlen Bus Connection information lists daily Zani Viaggi and Frigerio Viaggi departures from Milan Centrale, Cairoli, Brera, Cadorna, Buenos Aires and Navigli, with the published return fare; book through the official partner link and confirm the selected departure.",active,3
serravalle-genoa-bus,serravalle-designer-outlet,bus,FlixBus from Genoa,≈35–50 min from Genoa (estimated),≈€8–15 (estimated),"Official McArthurGlen Bus Connection information lists daily FlixBus services from Genova Fanti d’Italia to Serravalle; fare varies by travel date, so book and verify the exact stop with FlixBus.",active,4
serravalle-train-bus,serravalle-designer-outlet,train,Trenitalia train + Outlet Link bus,≈90–120 min from Milan depending on connection (estimated),Check Trenitalia combined fare,"McArthurGlen lists the Trenitalia Serravalle Designer Outlet LINK as a combined train plus bus ticket from Serravalle Scrivia, Arquata Scrivia and Novi Ligure stations; select 'Serravalle Outlet' in Trenitalia channels for the current combined itinerary.",active,5
serravalle-airports,serravalle-designer-outlet,airport,Nearby airports by car or transfer,≈60–90 min from Milan airports or Genoa Airport (estimated),Confirm with provider,"Official McArthurGlen plan-your-visit information flags nearby airports and private transfer options, but does not publish airport transfer fares; confirm pickup point, price and timing with the chosen provider.",active,6
firenze-car,the-mall-firenze,car,Car via A1 Incisa-Reggello,≈30–45 min from Florence by car,Varies by route and provider,"The Mall Firenze official visit page lists Via Europa 8, Leccio Reggello, and directions to leave the motorway at Incisa-Reggello; check traffic before departure.",active,1
firenze-parking,the-mall-firenze,car,On-site parking,On site,Free parking,The Mall Firenze official visit page lists the outlet address and Google directions; use on-site signage for the customer parking areas when arriving by car.,active,2
firenze-direct-bus,the-mall-firenze,bus,The Mall by Bus from Florence,≈50–60 min from Florence (estimated),€9.50 one-way or €18 return,"Busitalia officially operates The Mall by Bus from Piazzale Montelungo near Firenze Santa Maria Novella to The Mall Firenze, with published fares and same-day return validity; confirm the current timetable before travel.",active,3
firenze-train-taxi,the-mall-firenze,train,Train to Rignano sull'Arno-Reggello + taxi,≈35–50 min train and taxi from Florence (estimated),≈€8–15 (estimated),"Use official Trenitalia services from Firenze Santa Maria Novella to Rignano sull'Arno-Reggello, then a short local taxi or arranged transfer to The Mall Firenze; confirm taxi availability for the last-mile segment.",active,4
firenze-airport,the-mall-firenze,airport,Florence Airport by car or taxi,≈35–50 min from Florence Airport (estimated),Confirm with provider,The Mall Firenze travel guide places Florence Airport about 45 km from the outlet; use the airport's official taxi or transfer providers and confirm the fare before departure.,active,5
valdichiana-village-car-parking,valdichiana-village,car,Car to Foiano della Chiana,≈60–75 min from Florence; ≈35–45 min from Arezzo (estimated),Parking available; fuel and tolls vary,"Official Valdichiana Designer Village information lists the centre at Via Enzo Ferrari 5, Foiano della Chiana; use the official directions link and local signage for parking.",active,1
valdichiana-village-train-bus,valdichiana-village,train,Train to Arezzo + LS5 bus,50 min bus from Arezzo Terminal Tiemme to Valdichiana Designer Village,Check Trenitalia and Autolinee Toscane fares,"Official directions list train access to Arezzo station, then Tiemme/Autolinee Toscane LS5 bus from Arezzo Terminal to Valdichiana Designer Village.",active,2
valdichiana-village-bus,valdichiana-village,bus,Autolinee Toscane LS5 bus,50 min from Arezzo Terminal Tiemme,Check Autolinee Toscane fare,Official directions identify LS5 Arezzo-Foiano-Bettolle as the public bus route serving Valdichiana Designer Village; verify current departure times before travelling.,active,3
valdichiana-village-airports,valdichiana-village,airport,Florence or Perugia airport access,≈70–90 min from Florence Airport; ≈60–80 min from Perugia Airport (estimated),"Confirm rental car, taxi or transfer fare","Use official airport ground transport or rental car channels, then drive to Foiano della Chiana; no official dedicated airport shuttle is published on the outlet directions page.",active,4
palmanova-car-parking,palmanova-designer-village,car,Car via A4 Palmanova exit,25 min from Udine; ≈35-45 min from Trieste; ≈75-90 min from Venice (estimated),Parking available; fuel and tolls vary,"The official directions page says Palmanova Designer Village is just 25 minutes from Udine and sits near the A4 Palmanova exit linking Venice, Trieste and Austria.",active,1
palmanova-train-cervignano,palmanova-designer-village,train,Train to Cervignano-Aquileia-Grado + taxi/car,Train varies + 13 min / 12 km by car from station,Check Trenitalia fare; taxi/transfer extra,"The official directions page lists public transport by train to Cervignano-Aquileia-Grado station, then continuing 12 km / 13 minutes by car to the Village; verify Trenitalia times before travel.",active,2
palmanova-bus-fvg,palmanova-designer-village,bus,TPL FVG regional bus toward Palmanova/Aiello del Friuli,Regional bus times vary; plan with TPL FVG,Check official TPL FVG fare,"Use official TPL FVG journey planning for regional buses serving Palmanova or Aiello del Friuli, then complete the last mile by local taxi or on foot where practical; services vary by route and day.",active,3
palmanova-airports,palmanova-designer-village,airport,Trieste or Venice airport access,≈20-30 min from Trieste Airport; ≈75-90 min from Venice Airport by car (estimated),"Confirm with airport taxi, rental-car or transfer provider","Use official Trieste Airport or Venice Airport ground-transport channels for rental cars, taxis or transfers; no official dedicated outlet airport shuttle is published.",active,4
franciacorta-car,franciacorta-designer-village,car,Car to Rodengo Saiano,≈15-25 min from Brescia; traffic varies,"Fuel, tolls and provider costs vary","Use the official Franciacorta Designer Village directions to Via del Borgo 1, Rodengo Saiano; check traffic before travel.",active,1
franciacorta-parking,franciacorta-designer-village,car,On-site parking,On site,Check centre parking information,Arrive by car using the official Village directions and follow on-site parking signage; confirm any parking restrictions on the official page before travel.,active,2
franciacorta-train-brescia,franciacorta-designer-village,train,Train to Brescia + LS029 bus,"46 min from Milano Centrale or 30 min from Verona Porta Nuova to Brescia, then 25 min by bus",Check official Trenitalia and bus fares,"The official directions page lists trains to Brescia from Milano Centrale, Verona Porta Nuova and Iseo, then bus line LS029 from Brescia SIA Station; verify current timetables before travel.",active,3
franciacorta-bus-ls029,franciacorta-designer-village,bus,Brescia SIA Station bus LS029,25 min from Brescia SIA Station,Check official bus fare,Use the officially listed LS029 Brescia - Ome - Monticelli - Brusati bus from Brescia SIA Station; check operator timetable and stop details before travel.,active,4
franciacorta-airport,franciacorta-designer-village,airport,"Bergamo, Milan or Verona airport access",Airport rail/bus via Brescia or road transfer; timing varies,"Check official airport, rail, bus or transfer fare","Use official airport ground transport to reach Brescia/Milan/Verona rail or bus connections, then continue with the official train plus LS029 route; no dedicated airport-to-village shuttle was verified.",active,5
